inventory_id,set_num,quantity
7881,7687-3,1
7881,7687-4,1
7881,7687-5,1
7881,7687-6,1
7881,7687-7,1
7881,7687-8,1
7881,7687-9,1
7902,1428-1,1
7902,1429-1,1
7902,1430-1,1
7929,8684-0,60
7933,3347-1,1
7933,3348-1,1
7933,3349-1,1
7944,7279-1,1
7944,7285-1,1
7944,7286-1,1
7944,7288-1,1
7944,7741-1,1
7971,1858-1,1
7971,6829-1,1
7971,6836-1,1
8019,7075-1,1
8019,7099-1,1
8025,8563-1,1
8025,8564-1,1
8025,8565-1,1
8071,5920-1,1
8071,5934-1,1
8071,5935-1,1
8091,8603-1,1
8091,8605-1,1
8091,8613-1,1
8140,4024-10,1
8140,4024-11,1
8140,4024-12,1
8140,4024-13,1
8140,4024-14,1
8140,4024-15,1
8140,4024-16,1
8140,4024-17,1
8140,4024-18,1
8140,4024-19,1
8140,4024-2,1
8140,4024-20,1
8140,4024-21,1
8140,4024-22,1
8140,4024-23,1
8140,4024-24,1
8140,4024-25,1
8140,4024-3,1
8140,4024-4,1
8140,4024-5,1
8140,4024-6,1
8140,4024-7,1
8140,4024-8,1
8140,4024-9,1
8159,79015-1,1
8159,79016-1,1
8159,79017-1,1
8159,79018-1,1
8202,10041-1,1
8202,1252-1,1
8202,1254-1,1
8202,1255-1,1
8216,4492-1,1
8216,4494-1,1
8216,7255-1,1
8222,5576-1,1
8226,6290-1,1
8226,6291-1,1
8226,6292-1,1
8285,4488-1,1
8285,4489-1,1
8285,4490-1,1
8285,4491-1,1
8312,8581-1,1
8312,8582-1,1
8331,8770-1,1
8331,8771-1,1
8348,7907-10,1
8348,7907-11,1
8348,7907-12,1
8348,7907-13,1
8348,7907-14,1
8348,7907-15,1
8348,7907-16,1
8348,7907-17,1
8348,7907-18,1
8348,7907-19,1
8348,7907-2,1
8348,7907-20,1
8348,7907-21,1
8348,7907-22,1
8348,7907-23,1
8348,7907-24,1
8348,7907-25,1
8348,7907-3,1
8348,7907-4,1
8348,7907-5,1
8348,7907-6,1
8348,7907-7,1
8348,7907-8,1
8348,7907-9,1
8398,7235-2,1
8398,7279-1,1
8398,7285-1,1
8398,7498-1,1
8401,7749-1,1
8401,8083-1,1
8401,8084-1,1
8425,1282-1,1
8425,1283-1,1
8425,1284-1,1
8425,1285-1,1
8440,1887-1,1
8440,1888-1,1
8440,1889-1,1
8440,1890-1,1
8465,8876-1,1
8471,8607-1,1
8471,8608-1,1
8471,8609-1,1
8471,8610-1,1
8471,8611-1,1
8471,8612-1,1
8491,70000-1,1
8491,70001-1,1
8491,70003-1,1
8501,8601-1,1
8501,8604-1,1
8501,8605-1,1
8558,3741-1,1
8558,3742-1,1
8558,3744-1,1
8585,8293-1,1
8585,9392-1,1
8585,9395-1,1
8646,4526-1,1
8646,4527-1,1
8646,4528-1,1
8734,71009-1,1
8734,71009-10,1
8734,71009-11,1
8734,71009-12,1
8734,71009-13,1
8734,71009-14,1
8734,71009-15,1
8734,71009-16,1
8734,71009-2,1
8734,71009-3,1
8734,71009-4,1
8734,71009-5,1
8734,71009-6,1
8734,71009-7,1
8734,71009-8,1
8734,71009-9,1
8749,8511-1,1
8749,8513-1,1
8759,8014-1,1
8759,8015-1,1
8759,8091-1,1
8782,71005-0,60
8820,7553-10,1
8820,7553-11,1
8820,7553-12,1
8820,7553-13,1
8820,7553-14,1
8820,7553-15,1
8820,7553-16,1
8820,7553-17,1
8820,7553-18,1
8820,7553-19,1
8820,7553-2,1
8820,7553-20,1
8820,7553-21,1
8820,7553-22,1
8820,7553-23,1
8820,7553-24,1
8820,7553-25,1
8820,7553-3,1
8820,7553-4,1
8820,7553-5,1
8820,7553-6,1
8820,7553-7,1
8820,7553-8,1
8820,7553-9,1
8837,3740-1,1
8837,3742-1,1
8837,3746-1,1
8849,TRUTIE-1,1
8849,TRUXWING-1,1
8871,8900-1,1
8871,8902-1,1
8871,8905-1,1
8885,4346-1,1
8885,4347-1,1
8885,4348-1,1
8885,4349-1,1
8909,8587-1,1
8909,8590-1,1
8909,8591-1,1
8918,1062-1,1
8918,1064-1,1
8918,k1062b,1
8918,pk1062,1
8950,6605-1,1
8950,6621-1,1
8950,6628-1,1
8980,8772-1,1
8980,8783-1,1
8997,10173-1,1
8997,4548-1,1
9033,71008-1,1
9033,71008-10,1
9033,71008-11,1
9033,71008-12,1
9033,71008-13,1
9033,71008-14,1
9033,71008-15,1
9033,71008-16,1
9033,71008-2,1
9033,71008-3,1
9033,71008-4,1
9033,71008-5,1
9033,71008-6,1
9033,71008-7,1
9033,71008-8,1
9033,71008-9,1
9094,8566-1,1
9094,8567-1,1
9123,5856-1,1
9123,5857-1,1
9123,5858-1,1
9132,1290-1,1
9132,1291-1,1
9132,1292-1,1
9132,1293-1,1
9149,7104-1,1
9149,7144-1,1
9178,7236-1,1
9178,7238-1,1
9178,7890-1,1
9178,7944-1,1
9210,6503-1,1
9210,6643-1,1
9243,11905-1,1
9253,9249-1,1
9253,9251-1,1
9283,9488-1,1
9283,9489-1,1
9283,9495-1,1
9329,60000-1,1
9329,60001-1,1
9329,60002-1,1
9381,8783-1,1
9381,8786-1,1
9386,41533-1,1
9386,41534-1,1
9386,41535-1,1
9406,7499-1,1
9406,7895-1,1
9406,7937-1,1
9406,7939-1,1
9412,7103-1,1
9412,7113-1,1
9426,7638-1,1
9426,7641-1,1
9426,7642-1,1
9426,7686-1,1
9426,8402-1,1
9471,7124-1,1
9471,7190-1,1
9471,7200-1,1
9502,7891-1,1
9502,7894-1,1
9502,7901-1,1
9502,7903-1,1
9540,3219-1,1
9540,4492-1,1
9540,4493-1,1
9540,4494-1,1
9540,4495-1,1
9599,7724-10,1
9599,7724-11,1
9599,7724-12,1
9599,7724-13,1
9599,7724-14,1
9599,7724-15,1
9599,7724-16,1
9599,7724-17,1
9599,7724-18,1
9599,7724-19,1
9599,7724-2,1
9599,7724-20,1
9599,7724-21,1
9599,7724-22,1
9599,7724-23,1
9599,7724-24,1
9599,7724-25,1
9599,7724-3,1
9599,7724-4,1
9599,7724-5,1
9599,7724-6,1
9599,7724-7,1
9599,7724-8,1
9599,7724-9,1
9620,8587-1,1
9620,8590-1,1
9620,8591-1,1
9624,71010-0,20
9657,1843-2,1
9657,1843-3,1
9665,8206-1,1
9665,8426-1,1
9665,8487-1,1
9678,8610-1,1
9678,8612-1,1
9678,8615-1,1
9678,8617-1,1
9678,8619-1,1
9691,6282-1,1
9691,6283-1,1
9700,8709-1,1
9700,8958-1,1
9700,8959-1,1
9708,6212-1,1
9709,2259-1,1
9709,2260-1,1
9709,2506-1,1
9728,3740-1,1
9728,3743-1,1
9730,20203-1,1
9730,20204-1,1
9730,20205-1,1
9749,5994-1,1
9749,5999-1,1
9750,10075-1,1
9750,1374-1,1
9750,1376-1,1
9765,71004-0,60
9830,4097-1,1
9830,4099-1,1
9905,8833-1,1
9905,8833-10,1
9905,8833-11,1
9905,8833-12,1
9905,8833-13,1
9905,8833-14,1
9905,8833-15,1
9905,8833-16,1
9905,8833-2,1
9905,8833-3,1
9905,8833-4,1
9905,8833-5,1
9905,8833-6,1
9905,8833-7,1
9905,8833-8,1
9905,8833-9,1
9925,3748-1,1
9925,4548-1,1
9925,5300-1,1
9926,41016-10,1
9926,41016-11,1
9926,41016-12,1
9926,41016-13,1
9926,41016-14,1
9926,41016-15,1
9926,41016-16,1
9926,41016-17,1
9926,41016-18,1
9926,41016-19,1
9926,41016-2,1
9926,41016-20,1
9926,41016-21,1
9926,41016-22,1
9926,41016-23,1
9926,41016-24,1
9926,41016-25,1
9926,41016-3,1
9926,41016-4,1
9926,41016-5,1
9926,41016-6,1
9926,41016-7,1
9926,41016-8,1
9926,41016-9,1
9943,4865-1,1
9943,4866-1,1
9943,4867-1,1
9955,4182-1,1
9955,4183-1,1
9960,71005-1,1
9960,71005-10,1
9960,71005-11,1
9960,71005-12,1
9960,71005-13,1
9960,71005-14,1
9960,71005-15,1
9960,71005-16,1
9960,71005-2,1
9960,71005-3,1
9960,71005-4,1
9960,71005-5,1
9960,71005-6,1
9960,71005-7,1
9960,71005-8,1
9960,71005-9,1
10024,7600-10,1
10024,7600-11,1
10024,7600-12,1
10024,7600-13,1
10024,7600-14,1
10024,7600-15,1
10024,7600-16,1
10024,7600-17,1
10024,7600-18,1
10024,7600-19,1
10024,7600-2,1
10024,7600-20,1
10024,7600-21,1
10024,7600-22,1
10024,7600-23,1
10024,7600-24,1
10024,7600-25,1
10024,7600-3,1
10024,7600-4,1
10024,7600-5,1
10024,7600-6,1
10024,7600-7,1
10024,7600-8,1
10024,7600-9,1
10028,7235-2,1
10028,7236-2,1
10028,7741-1,1
10028,7890-1,1
10028,7942-1,1
10028,7945-1,1
10043,7242-1,1
10043,7733-1,1
10043,7990-1,1
10043,7991-1,1
10052,71001-0,60
10089,4056-1,1
10089,4057-1,1
10089,4058-1,1
10089,4059-1,1
10089,4060-1,1
10089,4061-1,1
10089,4062-1,1
10089,4063-1,1
10089,4064-1,1
10089,4065-1,1
10089,4066-1,1
10089,4067-1,1
10089,4068-1,1
10089,4069-1,1
10089,4070-1,1
10089,4071-1,1
10089,4072-1,1
10089,4073-1,1
10089,4074-1,1
10089,4075-1,1
10089,4076-1,1
10089,4077-1,1
10089,4078-1,1
10089,4079-1,1
10158,10020-1,1
10158,10022-1,1
10158,10025-1,1
10158,4515-1,1
10158,4520-1,2
10158,4548-1,1
10180,7285-1,1
10180,7741-1,1
10227,1475-1,1
10227,6526-1,1
10227,6679-1,1
10229,4695-1,1
10229,4750-1,1
10229,4751-1,1
10235,7507-1,1
10259,9471-1,1
10259,9474-1,1
10273,3302-1,1
10273,3303-1,1
10273,3305-1,2
10273,3306-1,1
10273,3317-1,2
10318,4601-1,1
10318,4605-1,1
10318,4609-1,1
10391,6336-1,1
10391,6516-1,1
10391,6614-1,1
10405,7422-1,1
10405,7423-1,1
10405,7424-1,1
10406,1740-1,1
10406,1741-1,1
10406,1742-1,1
10421,5969-1,1
10421,5970-1,1
10421,5971-1,1
10421,5972-1,1
10421,5973-1,1
10421,5974-1,1
10421,8399-1,1
10421,8400-1,1
10435,7235-1,1
10435,7245-1,1
10435,7743-1,1
10481,5836-1,1
10481,5837-1,1
10481,5838-1,1
10481,5850-1,1
10515,2882-1,1
10515,2884-1,1
10515,2886-1,1
10515,6407-1,1
10561,9488-1,1
10561,9489-1,1
10645,7133-1,1
10645,7143-1,1
10645,7146-1,1
10645,7153-1,1
10656,7736-1,1
10656,7737-1,1
10656,7738-1,1
10676,7913-1,1
10676,7914-1,1
10676,7957-1,1
10770,1298-10,1
10770,1298-11,1
10770,1298-12,1
10770,1298-13,1
10770,1298-14,1
10770,1298-15,1
10770,1298-16,1
10770,1298-17,1
10770,1298-18,1
10770,1298-19,1
10770,1298-2,1
10770,1298-20,1
10770,1298-21,1
10770,1298-22,1
10770,1298-23,1
10770,1298-24,1
10770,1298-25,1
10770,1298-3,1
10770,1298-4,1
10770,1298-5,1
10770,1298-6,1
10770,1298-7,1
10770,1298-8,1
10770,1298-9,1
10779,8614-1,1
10779,8615-1,1
10790,3731-1,2
10795,5370a-1,1
10795,5370b-1,1
10799,10176-1,1
10806,8200-1,1
10806,8201-1,1
10806,8206-1,1
10825,7574-10,1
10825,7574-11,1
10825,7574-12,1
10825,7574-13,1
10825,7574-14,1
10825,7574-15,1
10825,7574-16,1
10825,7574-17,1
10825,7574-18,1
10825,7574-19,1
10825,7574-2,1
10825,7574-20,1
10825,7574-21,1
10825,7574-22,1
10825,7574-23,1
10825,7574-24,1
10825,7574-25,1
10825,7574-3,1
10825,7574-4,1
10825,7574-5,1
10825,7574-6,1
10825,7574-7,1
10825,7574-8,1
10825,7574-9,1
10837,1498-1,1
10837,1499-1,1
10850,8588-1,1
10850,8589-1,1
10850,8592-1,1
10921,4612-1,1
10921,4613-1,1
10921,4614-1,1
10976,9798-1,1
10976,9833-1,1
10993,1875-1,1
10993,1876-1,1
10993,1877-1,1
10995,1380-1,1
10995,1381-1,1
10995,1382-1,1
10995,1383-1,1
10997,5529-1,1
10997,6131-1,1
11043,8593-1,1
11043,8596-1,1
11050,7009-1,1
11050,7090-1,1
11050,7091-1,1
11050,7092-1,1
11050,7093-1,1
11050,7094-1,1
11053,70409-1,1
11053,70411-1,1
11075,9628-1,1
11075,9632-1,1
11115,4192-1,1
11115,4193-1,1
11116,8683-1,1
11116,8683-10,1
11116,8683-11,1
11116,8683-12,1
11116,8683-13,1
11116,8683-14,1
11116,8683-15,1
11116,8683-16,1
11116,8683-2,1
11116,8683-3,1
11116,8683-4,1
11116,8683-5,1
11116,8683-6,1
11116,8683-7,1
11116,8683-8,1
11116,8683-9,1
11143,71000-0,60
11175,1702-1,1
11175,1704-1,1
11190,71002-1,1
11190,71002-10,1
11190,71002-11,1
11190,71002-12,1
11190,71002-13,1
11190,71002-14,1
11190,71002-15,1
11190,71002-16,1
11190,71002-2,1
11190,71002-3,1
11190,71002-4,1
11190,71002-5,1
11190,71002-6,1
11190,71002-7,1
11190,71002-8,1
11190,71002-9,1
11194,8799-1,1
11194,8800-1,1
11253,4915-1,1
11253,4916-1,1
11253,4917-1,1
11253,4918-1,1
11304,7467-1,1
11304,7470-1,1
11304,7471-1,1
11317,4428-10,1
11317,4428-11,1
11317,4428-12,1
11317,4428-13,1
11317,4428-14,1
11317,4428-15,1
11317,4428-16,1
11317,4428-17,1
11317,4428-18,1
11317,4428-19,1
11317,4428-2,1
11317,4428-20,1
11317,4428-21,1
11317,4428-22,1
11317,4428-23,1
11317,4428-24,1
11317,4428-25,1
11317,4428-3,1
11317,4428-4,1
11317,4428-5,1
11317,4428-6,1
11317,4428-7,1
11317,4428-8,1
11317,4428-9,1
11325,3741-1,1
11325,3742-1,1
11325,3746-1,1
11344,4481-1,1
11344,4482-1,1
11344,7163-1,1
11380,8805-1,1
11380,8805-10,1
11380,8805-11,1
11380,8805-12,1
11380,8805-13,1
11380,8805-14,1
11380,8805-15,1
11380,8805-16,1
11380,8805-2,1
11380,8805-3,1
11380,8805-4,1
11380,8805-5,1
11380,8805-6,1
11380,8805-7,1
11380,8805-8,1
11380,8805-9,1
11384,3741-1,1
11384,3744-1,1
11418,1417-2,1
11436,8362-1,1
11436,8389-1,1
11476,8531-1,1
11476,8532-1,1
11476,8533-1,1
11476,8534-1,1
11476,8535-1,1
11476,8536-1,1
11476,8540-1,1
11476,8541-1,1
11476,8542-1,1
11491,7235-2,1
11491,7279-1,1
11491,7286-1,1
11491,7741-1,1
11550,8944-1,1
11550,8945-1,1
11550,8946-1,1
11550,8947-1,1
11550,8948-1,1
11550,8949-1,1
11551,8755-1,1
11551,8756-1,1
11551,8761-1,1
11554,6966-1,1
11554,7252-1,1
11554,7259-1,1
11605,8049-1,1
11605,8259-1,1
11605,8260-1,1
11605,8293-1,1
11608,4051-1,1
11608,4052-1,1
11608,4053-1,1
11759,60050-1,1
11759,60052-1,1
11759,7499-1,1
11759,7895-1,1
11767,6825-1,1
11767,6847-1,1
11767,6848-2,1
11784,71009-0,60
11786,7877-1,1
11786,7913-1,1
11786,7929-1,1
11855,7770-1,1
11855,7771-1,1
11855,7772-1,1
11855,7773-1,1
11855,7774-1,1
11855,7775-1,1
11855,7776-1,1
11861,7238-1,1
11861,7239-1,1
11861,7240-1,1
11861,7241-1,1
11879,7101-1,1
11879,7111-1,1
11879,7131-1,1
11935,7630-1,1
11935,7631-1,1
11935,7633-1,1
11935,7685-1,1
11966,344-1,1
11966,346-2,1
11966,347-1,1
11966,603-3,1
12000,2878-1,1
12110,7235-2,1
12110,7236-2,1
12110,7741-1,1
12110,7744-1,1
12113,8588-1,1
12113,8589-1,1
12113,8592-1,1
12121,10068-1,1
12121,10069-1,1
12121,10070-1,1
12121,10079-1,1
12121,10080-1,1
12137,1286-1,1
12137,1287-1,1
12137,1288-1,1
12137,1289-1,1
12146,1088-1,1
12146,1098-1,1
12146,6572-1,1
12222,75028-1,1
12222,75029-1,1
12222,75030-1,1
12273,3740-1,1
12273,3747-1,1
12307,7667-1,1
12307,7668-1,1
12307,8017-1,1
12322,41545-1,1
12322,41546-1,1
12322,41547-1,1
12344,8833-0,60
12346,8370-1,1
12346,8371-1,1
12437,8803-1,1
12437,8803-10,1
12437,8803-11,1
12437,8803-12,1
12437,8803-13,1
12437,8803-14,1
12437,8803-15,1
12437,8803-16,1
12437,8803-2,1
12437,8803-3,1
12437,8803-4,1
12437,8803-5,1
12437,8803-6,1
12437,8803-7,1
12437,8803-8,1
12437,8803-9,1
12445,8956-1,1
12445,8957-1,1
12445,8958-1,1
12445,8959-1,1
12445,8960-1,1
12445,8961-1,1
12465,1871-1,1
12465,1872-1,1
12465,1873-1,1
12590,5573-1,1
12590,5576-1,1
12669,7111-1,1
12669,7121-1,1
12748,75031-1,1
12748,75032-1,1
12748,75033-1,1
12759,7101-1,1
12759,7111-1,1
12759,7171-1,1
12813,75015-1,1
12813,75035-1,1
12813,75043-1,1
12830,8784-1,1
12830,8785-1,1
12836,4108-1,1
12836,4109-1,2
12836,4110-1,1
12836,4111-1,1
12851,2824-10,1
12851,2824-11,1
12851,2824-12,1
12851,2824-13,1
12851,2824-14,1
12851,2824-15,1
12851,2824-16,1
12851,2824-17,1
12851,2824-18,1
12851,2824-19,1
12851,2824-2,1
12851,2824-20,1
12851,2824-21,1
12851,2824-22,1
12851,2824-23,1
12851,2824-24,1
12851,2824-25,1
12851,2824-3,1
12851,2824-4,1
12851,2824-5,1
12851,2824-6,1
12851,2824-7,1
12851,2824-8,1
12851,2824-9,1
12856,1417-1,1
12856,1418-1,1
12856,1419-1,1
12856,1420-1,1
12907,6719-1,1
12907,6720-1,1
12907,6721-1,1
12907,6722-1,1
12955,7130-1,1
12955,7150-1,1
12999,3302-1,1
12999,3303-1,1
12999,3304-1,2
12999,3305-1,2
12999,3306-1,1
13073,6762-1,1
13073,6763-1,1
13073,6764-1,1
13083,10020-1,2
13083,10022-1,3
13083,10025-1,2
13141,8733-1,1
13141,8734-1,1
13141,8764-1,1
13153,3741-1,1
13153,3747-1,1
13238,8560-1,1
13238,8561-1,1
13238,8562-1,1
13254,8259-1,1
13254,8290-1,1
13254,8293-1,1
13254,8294-1,1
13269,7142-1,1
13269,7152-1,1
13286,7110-1,1
13286,7144-1,1
13355,7235-1,1
13355,7236-1,1
13355,7245-1,1
13355,7890-1,1
13355,7902-1,1
13355,7903-1,1
13370,7891-1,1
13370,7893-1,1
13370,7894-1,1
13370,7901-1,1
13380,1246-1,1
13380,1247-1,1
13380,1248-1,1
13380,1249-1,1
13380,1250-1,1
13380,1251-1,1
13398,7890-1,1
13398,7892-1,1
13398,7902-1,1
13398,7903-1,1
13412,4415-1,1
13412,4416-1,1
13412,4417-1,1
13412,4418-1,1
13423,8583-1,1
13423,8584-1,1
13427,6611-1,1
13427,6628-1,1
13427,6629-1,1
13447,8827-0,60
13450,7467-1,1
13450,7468-1,1
13450,7469-1,1
13450,7470-1,1
13450,7471-1,1
13480,71002-0,60
13538,8727-1,1
13538,8728-1,1
13538,8729-1,1
13538,8730-1,1
13538,8731-1,1
13538,8732-1,1
13603,8683-0,60
13617,7620-1,1
13617,7621-1,1
13617,7622-1,1
13617,7623-1,1
13661,7895-1,1
13661,7896-1,2
13696,7241-1,1
13696,7246-1,1
13883,4492-1,1
13883,4494-1,1
13883,7256-1,1
13906,8922-1,1
13906,8923-1,1
13906,8924-1,1
13907,8602-1,1
13907,8603-1,1
13907,8606-1,1
13917,10013-1,1
13917,10017-1,1
13917,10153-1,1
13917,3741-1,1
13917,3742-1,1
13917,3743-1,1
13917,4515-1,1
13917,4520-1,2
13917,4548-1,1
13925,60024-10,1
13925,60024-11,1
13925,60024-12,1
13925,60024-13,1
13925,60024-14,1
13925,60024-15,1
13925,60024-16,1
13925,60024-17,1
13925,60024-18,1
13925,60024-19,1
13925,60024-2,1
13925,60024-20,1
13925,60024-21,1
13925,60024-22,1
13925,60024-23,1
13925,60024-24,1
13925,60024-25,1
13925,60024-3,1
13925,60024-4,1
13925,60024-5,1
13925,60024-6,1
13925,60024-7,1
13925,60024-8,1
13925,60024-9,1
13941,10001-1,1
13941,10002-1,1
13960,8900-1,1
13960,8901-1,1
13960,8902-1,1
13960,8903-1,1
13960,8904-1,1
13960,8905-1,1
13992,71007-0,60
14011,4436-1,1
14011,7235-2,1
14011,7279-1,1
14011,7498-1,1
14079,1274-1,1
14079,1275-1,1
14079,1276-1,1
14079,1277-1,1
14096,2258-1,1
14096,2259-1,1
14096,2519-1,1
14127,8667-1,1
14127,8670-1,1
14152,6216-1,1
14152,6293-1,1
14154,7895-1,1
14154,7896-1,1
14154,7937-1,1
14154,7939-1,1
14174,1990-1,1
14174,1991-1,1
14174,1992-1,1
14198,1431-1,1
14198,8588-1,1
14198,8589-1,1
14198,8592-1,1
14222,10121-1,2
14222,3433-1,1
14233,7654-1,1
14233,7670-1,1
14248,7914-1,1
14248,9488-1,1
14248,9491-1,1
14277,3403-1,1
14277,3418-1,1
14277,3419-1,1
14280,8733-1,1
14280,8734-1,1
14280,8764-1,1
14328,7895-1,1
14328,7896-1,1
14328,7898-1,1
14328,7997-1,1
14390,6452-1,1
14390,6458-1,1
14390,6465-1,1
14418,2878-1,1
14442,71011-1,1
14442,71011-10,1
14442,71011-11,1
14442,71011-12,1
14442,71011-13,1
14442,71011-14,1
14442,71011-15,1
14442,71011-16,1
14442,71011-2,1
14442,71011-3,1
14442,71011-4,1
14442,71011-5,1
14442,71011-6,1
14442,71011-7,1
14442,71011-8,1
14442,71011-9,1
14465,8383-1,1
14465,8385-1,1
14493,6633-1,1
14493,6653-1,1
14493,6656-1,1
14495,7749-1,1
14495,8083-1,1
14495,8089-1,1
14498,851097,1
14498,8736-1,1
14498,8738-1,1
14498,8740-1,1
14524,8550-1,1
14524,8553-1,1
14524,8554-1,1
14524,8562-1,1
14568,8201-1,1
14568,9478-1,1
14568,9485-1,1
14711,2535-1,1
14711,2536-1,1
14711,2537-1,1
14711,2538-1,1
14711,2539-1,1
14711,2540-1,1
14711,2541-1,1
14711,2542-1,1
14711,2543-1,1
14711,2544-1,1
14717,8024-1,1
14717,8815-1,1
14717,8820-1,1
14790,851441,1
14790,8742-1,1
14790,8756-1,1
14812,10024-1,1
14812,10124-1,1
14812,3451-1,1
14822,4475-1,1
14822,4476-1,1
14822,4480-1,1
14849,3302-1,1
14849,3303-1,1
14849,3305-1,2
14849,3306-1,1
14849,3318-1,2
14919,2882-1,1
14919,2884-1,1
14919,2886-1,1
14919,6407-1,1
14921,4600-1,1
14921,4604-1,1
14921,4608-1,1
14921,4611-1,1
14931,7895-1,1
14931,7896-1,1
14931,7898-1,1
14931,7997-1,1
14942,3740-1,1
14942,3742-1,1
14942,3747-1,1
14954,7409-1,1
14954,7412-1,1
14954,7415-1,1
14954,7417-1,1
14997,8805-0,60
14999,8647-1,1
14999,8648-1,1
15010,3000-1,1
15010,3001-1,1
15010,3003-1,1
15010,3005-1,1
15019,7200-1,1
15019,7201-1,1
15019,7203-1,1
15019,7204-1,1
15033,1620-1,1
15033,1621-1,1
15060,8685-1,1
15060,8686-1,1
15060,8687-1,1
15060,8691-1,1
15060,8692-1,1
15060,8693-1,1
15080,4016-1,1
15080,4017-1,1
15080,4018-1,1
15080,4019-1,1
15155,8799-1,1
15155,8800-1,1
15164,4515-1,2
15164,4519-1,1
15164,4520-1,2
15164,4531-1,1
15192,7239-1,1
15192,7245-1,1
15192,7638-1,1
15192,8401-1,1
15224,2192-1,1
15224,2193-1,1
15224,2194-1,1
15224,2235-1,1
15238,20201-1,1
15238,20202-1,1
15238,20203-1,1
15238,20204-1,1
15238,20205-1,1
15304,8688-1,1
15304,8689-1,1
15304,8690-1,1
15304,8694-1,1
15304,8695-1,1
15304,8696-1,1
15449,2878-1,1
15519,6205-1,1
15519,7252-1,1
15519,7256-1,1
15560,1188-1,1
15560,1189-1,1
15560,1190-1,1
15560,1191-1,1
15594,8509-1,1
15594,8510-1,1
15594,8511-1,1
15594,8512-1,1
15594,8513-1,1
15594,8514-1,1
15631,41527-1,1
15631,41528-1,1
15631,41529-1,1
15694,7238-1,1
15694,7239-1,1
15694,7241-1,1
15694,7942-1,1
15694,7945-1,1
15718,7131-1,1
15718,7151-1,1
15733,8755-1,1
15733,8756-1,1
15733,8761-1,1
15744,8111-1,1
15744,8112-1,1
15744,8113-1,1
15744,8114-1,1
15744,8115-1,1
15776,8736-1,1
15776,8737-1,1
15776,8738-1,1
15776,8739-1,1
15776,8740-1,1
15776,8741-1,1
15951,4816-1,1
15951,4817-1,1
15951,4818-1,1
15951,4819-1,1
15955,7770-1,1
15955,7771-1,1
15955,7772-1,1
15955,7773-1,1
15955,7774-1,1
15955,7775-1,1
15973,10068-1,1
15973,10069-1,1
15973,10070-1,1
15980,7246-1,1
15980,7248-1,1
15980,7905-1,1
15980,7990-1,1
15990,llca21-1,1
15990,llca22-1,1
15990,llca23-1,1
16023,7733-1,1
16023,7734-1,1
16023,7992-1,1
16029,6581-1,1
16029,6596-1,1
16031,4124-10,1
16031,4124-11,1
16031,4124-12,1
16031,4124-13,1
16031,4124-14,1
16031,4124-15,1
16031,4124-16,1
16031,4124-17,1
16031,4124-18,1
16031,4124-19,1
16031,4124-2,1
16031,4124-20,1
16031,4124-21,1
16031,4124-22,1
16031,4124-23,1
16031,4124-24,1
16031,4124-25,1
16031,4124-3,1
16031,4124-4,1
16031,4124-5,1
16031,4124-6,1
16031,4124-7,1
16031,4124-8,1
16031,4124-9,1
16034,7731-1,1
16034,7732-1,1
16034,7733-1,1
16034,7734-1,1
16070,322-1,1
16102,8057-1,1
16102,8058-1,1
16102,8059-1,1
16102,8080-1,1
16117,8621-1,1
16117,8622-1,1
16117,8623-1,1
16126,8550-1,1
16126,8551-1,1
16126,8552-1,1
16126,8553-1,1
16126,8554-1,1
16126,8555-1,1
16126,8560-1,1
16126,8561-1,1
16126,8562-1,1
16126,8563-1,1
16126,8564-1,1
16126,8565-1,1
16127,10024-1,1
16127,3451-1,1
16131,1496-1,1
16131,1497-1,1
16138,3074-1,1
16138,3075-1,1
16138,3076-1,1
16138,3077-1,1
16150,3885-2,1
16159,5969-1,1
16159,5970-1,1
16159,5972-1,1
16159,5973-1,1
16159,8400-1,1
16180,9469-1,1
16180,9470-1,1
16180,9471-1,1
16180,9472-1,1
16180,9473-1,1
16180,9474-1,1
16180,9476-1,1
16210,1790-1,1
16210,1791-1,1
16210,1792-1,1
16226,3741-1,1
16226,3743-1,1
16254,6235-1,1
16254,6245-1,1
16319,20201-1,1
16319,20202-1,1
16337,8083-1,1
16337,8084-1,1
16337,8092-1,1
16371,4855-1,1
16371,4856-1,1
16371,4857-1,1
16423,71013-1,1
16423,71013-10,1
16423,71013-11,1
16423,71013-12,1
16423,71013-13,1
16423,71013-14,1
16423,71013-15,1
16423,71013-16,1
16423,71013-2,1
16423,71013-3,1
16423,71013-4,1
16423,71013-5,1
16423,71013-6,1
16423,71013-7,1
16423,71013-8,1
16423,71013-9,1
16460,71012-1,1
16460,71012-10,1
16460,71012-11,1
16460,71012-12,1
16460,71012-13,1
16460,71012-14,1
16460,71012-15,1
16460,71012-16,1
16460,71012-17,1
16460,71012-18,1
16460,71012-2,1
16460,71012-3,1
16460,71012-4,1
16460,71012-5,1
16460,71012-6,1
16460,71012-7,1
16460,71012-8,1
16460,71012-9,1
16593,71014-1,1
16593,71014-10,1
16593,71014-11,1
16593,71014-12,1
16593,71014-13,1
16593,71014-14,1
16593,71014-15,1
16593,71014-16,1
16593,71014-2,1
16593,71014-3,1
16593,71014-4,1
16593,71014-5,1
16593,71014-6,1
16593,71014-7,1
16593,71014-8,1
16593,71014-9,1
16594,71017-1,1
16594,71017-10,1
16594,71017-11,1
