series,episode,baker,challenge,cake
1,6,David,showstopper,NA
1,6,Jasminder,showstopper,NA
1,6,Jonathan,showstopper,NA
1,6,Lea,showstopper,NA
1,6,Louise,showstopper,NA
1,6,Mark,showstopper,NA
2,1,Ben,showstopper,cake
2,1,Ian,showstopper,NA
2,1,Janet,showstopper,cake
2,1,Jason,showstopper,NA
2,1,Joanne,showstopper,cake
2,1,Mary-Anne,showstopper,cake
2,1,Robert,showstopper,cake
2,1,Simon,showstopper,cake
2,1,Urvashi,showstopper,NA
2,1,Yasmin,showstopper,NA
2,1,Keith,showstopper,cake
2,1,Holly,showstopper,NA
2,2,Ben,showstopper,NA
2,2,Holly,showstopper,pie_tart
2,2,Ian,showstopper,NA
2,2,Janet,showstopper,pie_tart
2,2,Joanne,showstopper,pie_tart
2,2,Mary-Anne,showstopper,pie_tart
2,2,Robert,showstopper,pie_tart
2,2,Urvashi,showstopper,pie_tart
2,2,Yasmin,showstopper,pie_tart
2,2,Simon,showstopper,pie_tart
2,2,Jason,showstopper,pie_tart
2,2,Keith,showstopper,NA
2,3,Ben,showstopper,NA
2,3,Holly,showstopper,NA
2,3,Janet,showstopper,NA
2,3,Jason,showstopper,NA
2,3,Joanne,showstopper,NA
2,3,Mary-Anne,showstopper,NA
2,3,Robert,showstopper,NA
2,3,Ian,showstopper,NA
2,3,Urvashi,showstopper,NA
2,3,Yasmin,showstopper,NA
2,3,Keith,showstopper,NA
2,3,Simon,showstopper,NA
2,4,Janet,showstopper,NA
2,4,Joanne,showstopper,NA
2,4,Mary-Anne,showstopper,NA
2,4,Robert,showstopper,NA
2,4,Yasmin,showstopper,NA
2,4,Ben,showstopper,NA
2,4,Holly,showstopper,NA
2,4,Jason,showstopper,NA
2,4,Ian,showstopper,NA
2,4,Keith,showstopper,NA
2,4,Simon,showstopper,NA
2,4,Urvashi,showstopper,NA
2,5,Holly,showstopper,pie_tart
2,5,Joanne,showstopper,pie_tart
2,5,Mary-Anne,showstopper,NA
2,5,Yasmin,showstopper,pie_tart
2,5,Jason,showstopper,pie_tart
2,5,Robert,showstopper,pie_tart
2,5,Janet,showstopper,pie_tart
2,5,Ben,showstopper,NA
2,5,Ian,showstopper,NA
2,5,Keith,showstopper,NA
2,5,Simon,showstopper,NA
2,5,Urvashi,showstopper,NA
2,6,Holly,showstopper,NA
2,6,Janet,showstopper,NA
2,6,Mary-Anne,showstopper,NA
2,6,Yasmin,showstopper,NA
2,6,Joanne,showstopper,NA
2,6,Ben,showstopper,NA
2,6,Ian,showstopper,NA
2,6,Jason,showstopper,NA
2,6,Keith,showstopper,NA
2,6,Robert,showstopper,NA
2,6,Simon,showstopper,NA
2,6,Urvashi,showstopper,NA
2,7,Holly,showstopper,NA
2,7,Joanne,showstopper,NA
2,7,Mary-Anne,showstopper,NA
2,7,Janet,showstopper,NA
2,7,Ben,showstopper,NA
2,7,Ian,showstopper,NA
2,7,Jason,showstopper,NA
2,7,Keith,showstopper,NA
2,7,Robert,showstopper,NA
2,7,Simon,showstopper,NA
2,7,Urvashi,showstopper,NA
2,7,Yasmin,showstopper,NA
2,8,Holly,showstopper,pie_tart
2,8,Mary-Anne,showstopper,cake
2,8,Joanne,showstopper,pie_tart
2,8,Ben,showstopper,NA
2,8,Ian,showstopper,NA
2,8,Janet,showstopper,NA
2,8,Jason,showstopper,NA
2,8,Keith,showstopper,NA
2,8,Robert,showstopper,NA
2,8,Simon,showstopper,NA
2,8,Urvashi,showstopper,NA
2,8,Yasmin,showstopper,NA
3,1,Brendan,showstopper,NA
3,1,Cathryn,showstopper,cake
3,1,Danny,showstopper,NA
3,1,James,showstopper,cake
3,1,John,showstopper,cake
3,1,Manisha,showstopper,NA
3,1,Peter,showstopper,cake
3,1,Ryan,showstopper,cake
3,1,Sarah-Jane,showstopper,cake
3,1,Stuart,showstopper,cake
3,1,Natasha,showstopper,cake
3,1,Victoria,showstopper,cake
3,2,Brendan,showstopper,NA
3,2,Cathryn,showstopper,NA
3,2,Danny,showstopper,NA
3,2,James,showstopper,NA
3,2,Manisha,showstopper,NA
3,2,Ryan,showstopper,NA
3,2,Sarah-Jane,showstopper,NA
3,2,Stuart,showstopper,NA
3,2,Victoria,showstopper,NA
3,2,Peter,showstopper,NA
3,2,John,showstopper,NA
3,2,Natasha,showstopper,NA
3,3,Brendan,showstopper,pie_tart
3,3,Cathryn,showstopper,pie_tart
3,3,Danny,showstopper,pie_tart
3,3,John,showstopper,pie_tart
3,3,Manisha,showstopper,pie_tart
3,3,Ryan,showstopper,NA
3,3,Sarah-Jane,showstopper,pie_tart
3,3,Stuart,showstopper,pie_tart
3,3,Victoria,showstopper,pie_tart
3,3,James,showstopper,pie_tart
3,3,Natasha,showstopper,NA
3,3,Peter,showstopper,NA
3,4,Cathryn,showstopper,NA
3,4,Danny,showstopper,NA
3,4,James,showstopper,NA
3,4,John,showstopper,NA
3,4,Manisha,showstopper,NA
3,4,Ryan,showstopper,NA
3,4,Sarah-Jane,showstopper,NA
3,4,Stuart,showstopper,NA
3,4,Brendan,showstopper,NA
3,4,Natasha,showstopper,NA
3,4,Peter,showstopper,NA
3,4,Victoria,showstopper,NA
3,5,Brendan,showstopper,pie_tart
3,5,Cathryn,showstopper,pie_tart
3,5,Danny,showstopper,pie_tart
3,5,James,showstopper,pie_tart
3,5,John,showstopper,pie_tart
3,5,Sarah-Jane,showstopper,pie_tart
3,5,Manisha,showstopper,pie_tart
3,5,Ryan,showstopper,pie_tart
3,5,Natasha,showstopper,NA
3,5,Peter,showstopper,NA
3,5,Stuart,showstopper,NA
3,5,Victoria,showstopper,NA
3,6,Cathryn,showstopper,NA
3,6,Danny,showstopper,NA
3,6,James,showstopper,NA
3,6,John,showstopper,NA
3,6,Ryan,showstopper,NA
3,6,Sarah-Jane,showstopper,NA
3,6,Brendan,showstopper,NA
3,6,Manisha,showstopper,NA
3,6,Natasha,showstopper,NA
3,6,Peter,showstopper,NA
3,6,Stuart,showstopper,NA
3,6,Victoria,showstopper,NA
3,7,Brendan,showstopper,NA
3,7,Cathryn,showstopper,NA
3,7,James,showstopper,NA
3,7,John,showstopper,NA
3,7,Ryan,showstopper,NA
3,7,Sarah-Jane,showstopper,NA
3,7,Danny,showstopper,NA
3,7,Manisha,showstopper,NA
3,7,Natasha,showstopper,NA
3,7,Peter,showstopper,NA
3,7,Stuart,showstopper,NA
3,7,Victoria,showstopper,NA
3,8,Brendan,showstopper,NA
3,8,Danny,showstopper,NA
3,8,John,showstopper,NA
3,8,Cathryn,showstopper,NA
3,8,James,showstopper,NA
3,8,Manisha,showstopper,NA
3,8,Natasha,showstopper,NA
3,8,Peter,showstopper,NA
3,8,Ryan,showstopper,NA
3,8,Sarah-Jane,showstopper,NA
3,8,Stuart,showstopper,NA
3,8,Victoria,showstopper,NA
3,9,Brendan,showstopper,NA
3,9,John,showstopper,NA
3,9,Danny,showstopper,NA
3,9,James,showstopper,NA
3,9,Cathryn,showstopper,NA
3,9,Manisha,showstopper,NA
3,9,Natasha,showstopper,NA
3,9,Peter,showstopper,NA
3,9,Ryan,showstopper,NA
3,9,Sarah-Jane,showstopper,NA
3,9,Stuart,showstopper,NA
3,9,Victoria,showstopper,NA
3,10,Brendan,showstopper,cake
3,10,James,showstopper,cake
3,10,John,showstopper,cake
3,10,Cathryn,showstopper,NA
3,10,Danny,showstopper,NA
3,10,Manisha,showstopper,NA
3,10,Natasha,showstopper,NA
3,10,Peter,showstopper,NA
3,10,Ryan,showstopper,NA
3,10,Sarah-Jane,showstopper,NA
3,10,Stuart,showstopper,NA
3,10,Victoria,showstopper,NA
4,1,Ali,showstopper,cake
4,1,Beca,showstopper,NA
4,1,Christine,showstopper,cake
4,1,Deborah,showstopper,NA
4,1,Frances,showstopper,cake
4,1,Glenn,showstopper,cake
4,1,Howard,showstopper,NA
4,1,Kimberley,showstopper,cake
4,1,Lucy,showstopper,cake
4,1,Mark,showstopper,NA
4,1,Ruby,showstopper,cake
4,1,Toby,showstopper,cake
4,1,Robert,showstopper,cake
4,2,Ali,showstopper,NA
4,2,Beca,showstopper,NA
4,2,Christine,showstopper,NA
4,2,Deborah,showstopper,NA
4,2,Frances,showstopper,NA
4,2,Glenn,showstopper,NA
4,2,Howard,showstopper,NA
4,2,Kimberley,showstopper,NA
4,2,Mark,showstopper,NA
4,2,Robert,showstopper,NA
4,2,Lucy,showstopper,NA
4,2,Ruby,showstopper,NA
4,2,Toby,showstopper,NA
4,3,Ali,showstopper,cake
4,3,Beca,showstopper,NA
4,3,Frances,showstopper,cake
4,3,Glenn,showstopper,NA
4,3,Howard,showstopper,cake
4,3,Kimberley,showstopper,NA
4,3,Robert,showstopper,NA
4,3,Ruby,showstopper,cake
4,3,Deborah,showstopper,cake
4,3,Mark,showstopper,NA
4,3,Christine,showstopper,cake
4,3,Lucy,showstopper,NA
4,3,Toby,showstopper,NA
4,4,Beca,showstopper,NA
4,4,Christine,showstopper,pie_tart
4,4,Frances,showstopper,pie_tart
4,4,Glenn,showstopper,NA
4,4,Howard,showstopper,NA
4,4,Robert,showstopper,NA
4,4,Ruby,showstopper,pie_tart
4,4,Ali,showstopper,NA
4,4,Kimberley,showstopper,pie_tart
4,4,Deborah,showstopper,NA
4,4,Lucy,showstopper,NA
4,4,Mark,showstopper,NA
4,4,Toby,showstopper,NA
4,5,Beca,showstopper,pie_tart
4,5,Frances,showstopper,NA
4,5,Glenn,showstopper,NA
4,5,Howard,showstopper,NA
4,5,Kimberley,showstopper,NA
4,5,Ruby,showstopper,pie_tart
4,5,Robert,showstopper,NA
4,5,Christine,showstopper,NA
4,5,Ali,showstopper,NA
4,5,Deborah,showstopper,NA
4,5,Lucy,showstopper,NA
4,5,Mark,showstopper,NA
4,5,Toby,showstopper,NA
4,6,Beca,showstopper,NA
4,6,Christine,showstopper,NA
4,6,Frances,showstopper,NA
4,6,Glenn,showstopper,NA
4,6,Kimberley,showstopper,NA
4,6,Howard,showstopper,NA
4,6,Ruby,showstopper,NA
4,6,Ali,showstopper,NA
4,6,Deborah,showstopper,NA
4,6,Lucy,showstopper,NA
4,6,Mark,showstopper,NA
4,6,Robert,showstopper,NA
4,6,Toby,showstopper,NA
4,7,Beca,showstopper,NA
4,7,Christine,showstopper,cake
4,7,Kimberley,showstopper,pie_tart
4,7,Ruby,showstopper,pie_tart
4,7,Glenn,showstopper,pie_tart
4,7,Frances,showstopper,NA
4,7,Ali,showstopper,NA
4,7,Deborah,showstopper,NA
4,7,Howard,showstopper,NA
4,7,Lucy,showstopper,NA
4,7,Mark,showstopper,NA
4,7,Robert,showstopper,NA
4,7,Toby,showstopper,NA
4,8,Beca,showstopper,cake
4,8,Frances,showstopper,cake
4,8,Kimberley,showstopper,cake
4,8,Christine,showstopper,NA
4,8,Ruby,showstopper,cake
4,8,Ali,showstopper,NA
4,8,Deborah,showstopper,NA
4,8,Glenn,showstopper,NA
4,8,Howard,showstopper,NA
4,8,Lucy,showstopper,NA
4,8,Mark,showstopper,NA
4,8,Robert,showstopper,NA
4,8,Toby,showstopper,NA
4,9,Frances,showstopper,cake
4,9,Ruby,showstopper,cake
4,9,Beca,showstopper,cake
4,9,Kimberley,showstopper,cake
4,9,Ali,showstopper,NA
4,9,Christine,showstopper,NA
4,9,Deborah,showstopper,NA
4,9,Glenn,showstopper,NA
4,9,Howard,showstopper,NA
4,9,Lucy,showstopper,NA
4,9,Mark,showstopper,NA
4,9,Robert,showstopper,NA
4,9,Toby,showstopper,NA
4,10,Kimberley,showstopper,cake
4,10,Ruby,showstopper,cake
4,10,Frances,showstopper,cake
4,10,Ali,showstopper,NA
4,10,Beca,showstopper,NA
4,10,Christine,showstopper,NA
4,10,Deborah,showstopper,NA
4,10,Glenn,showstopper,NA
4,10,Howard,showstopper,NA
4,10,Lucy,showstopper,NA
4,10,Mark,showstopper,NA
4,10,Robert,showstopper,NA
4,10,Toby,showstopper,NA
5,1,Chetna,showstopper,cake
5,1,Diana,showstopper,NA
5,1,Enwezor,showstopper,NA
5,1,Iain,showstopper,cake
5,1,Jordan,showstopper,cake
5,1,Kate,showstopper,cake
5,1,Luis,showstopper,NA
5,1,Martha,showstopper,cake
5,1,Norman,showstopper,cake
5,1,Richard,showstopper,cake
5,1,Claire,showstopper,cake
5,1,Nancy,showstopper,cake
5,2,Chetna,showstopper,NA
5,2,Diana,showstopper,NA
5,2,Iain,showstopper,NA
5,2,Jordan,showstopper,NA
5,2,Kate,showstopper,NA
5,2,Luis,showstopper,NA
5,2,Martha,showstopper,NA
5,2,Nancy,showstopper,NA
5,2,Norman,showstopper,NA
5,2,Enwezor,showstopper,NA
5,2,Richard,showstopper,NA
5,2,Claire,showstopper,NA
5,3,Chetna,showstopper,NA
5,3,Diana,showstopper,NA
5,3,Iain,showstopper,NA
5,3,Kate,showstopper,NA
5,3,Martha,showstopper,NA
5,3,Nancy,showstopper,NA
5,3,Norman,showstopper,NA
5,3,Richard,showstopper,NA
5,3,Jordan,showstopper,cake
5,3,Luis,showstopper,NA
5,3,Claire,showstopper,NA
5,3,Enwezor,showstopper,NA
5,4,Chetna,showstopper,NA
5,4,Diana,showstopper,NA
5,4,Kate,showstopper,NA
5,4,Luis,showstopper,NA
5,4,Martha,showstopper,NA
5,4,Nancy,showstopper,NA
5,4,Norman,showstopper,NA
5,4,Iain,showstopper,NA
5,4,Richard,showstopper,NA
5,4,Claire,showstopper,NA
5,4,Enwezor,showstopper,NA
5,4,Jordan,showstopper,NA
5,5,Chetna,showstopper,pie_tart
5,5,Luis,showstopper,NA
5,5,Martha,showstopper,pie_tart
5,5,Nancy,showstopper,pie_tart
5,5,Richard,showstopper,pie_tart
5,5,Diana,showstopper,NA
5,5,Norman,showstopper,pie_tart
5,5,Kate,showstopper,pie_tart
5,5,Claire,showstopper,NA
5,5,Enwezor,showstopper,NA
5,5,Iain,showstopper,NA
5,5,Jordan,showstopper,NA
5,6,Kate,showstopper,cake
5,6,Luis,showstopper,NA
5,6,Martha,showstopper,cake
5,6,Nancy,showstopper,cake
5,6,Richard,showstopper,cake
5,6,Chetna,showstopper,cake
5,6,Claire,showstopper,NA
5,6,Diana,showstopper,NA
5,6,Enwezor,showstopper,NA
5,6,Iain,showstopper,NA
5,6,Jordan,showstopper,NA
5,6,Norman,showstopper,NA
5,7,Chetna,showstopper,NA
5,7,Luis,showstopper,cake
5,7,Martha,showstopper,NA
5,7,Nancy,showstopper,NA
5,7,Kate,showstopper,NA
5,7,Richard,showstopper,NA
5,7,Claire,showstopper,NA
5,7,Diana,showstopper,NA
5,7,Enwezor,showstopper,NA
5,7,Iain,showstopper,NA
5,7,Jordan,showstopper,NA
5,7,Norman,showstopper,NA
5,8,Chetna,showstopper,NA
5,8,Luis,showstopper,NA
5,8,Nancy,showstopper,NA
5,8,Martha,showstopper,NA
5,8,Richard,showstopper,NA
5,8,Claire,showstopper,NA
5,8,Diana,showstopper,NA
5,8,Enwezor,showstopper,NA
5,8,Iain,showstopper,NA
5,8,Jordan,showstopper,NA
5,8,Kate,showstopper,NA
5,8,Norman,showstopper,NA
5,9,Luis,showstopper,cake
5,9,Nancy,showstopper,cake
5,9,Chetna,showstopper,cake
5,9,Richard,showstopper,cake
5,9,Claire,showstopper,NA
5,9,Diana,showstopper,NA
5,9,Enwezor,showstopper,NA
5,9,Iain,showstopper,NA
5,9,Jordan,showstopper,NA
5,9,Kate,showstopper,NA
5,9,Martha,showstopper,NA
5,9,Norman,showstopper,NA
5,10,Luis,showstopper,NA
5,10,Richard,showstopper,NA
5,10,Nancy,showstopper,NA
5,10,Chetna,showstopper,NA
5,10,Claire,showstopper,NA
5,10,Diana,showstopper,NA
5,10,Enwezor,showstopper,NA
5,10,Iain,showstopper,NA
5,10,Jordan,showstopper,NA
5,10,Kate,showstopper,NA
5,10,Martha,showstopper,NA
5,10,Norman,showstopper,NA
6,1,Alvin,showstopper,NA
6,1,Dorret,showstopper,NA
6,1,Flora,showstopper,NA
6,1,Ian,showstopper,NA
6,1,Mat,showstopper,NA
6,1,Nadiya,showstopper,NA
6,1,Paul,showstopper,NA
6,1,Sandy,showstopper,NA
6,1,Tamal,showstopper,NA
6,1,Ugnė,showstopper,NA
6,1,Stu,showstopper,NA
6,1,Marie,showstopper,NA
6,2,Alvin,showstopper,NA
6,2,Dorret,showstopper,NA
6,2,Flora,showstopper,NA
6,2,Mat,showstopper,NA
6,2,Nadiya,showstopper,NA
6,2,Paul,showstopper,NA
6,2,Sandy,showstopper,NA
6,2,Tamal,showstopper,NA
6,2,Ugnė,showstopper,NA
6,2,Marie,showstopper,NA
6,2,Ian,showstopper,NA
6,2,Stu,showstopper,NA
6,3,Alvin,showstopper,NA
6,3,Flora,showstopper,NA
6,3,Mat,showstopper,NA
6,3,Nadiya,showstopper,NA
6,3,Paul,showstopper,NA
6,3,Sandy,showstopper,NA
6,3,Tamal,showstopper,NA
6,3,Ugnė,showstopper,NA
6,3,Dorret,showstopper,NA
6,3,Ian,showstopper,NA
6,3,Marie,showstopper,NA
6,3,Stu,showstopper,NA
6,4,Alvin,showstopper,cake
6,4,Flora,showstopper,cake
6,4,Mat,showstopper,cake
6,4,Nadiya,showstopper,cake
6,4,Paul,showstopper,cake
6,4,Tamal,showstopper,cake
6,4,Ugnė,showstopper,cake
6,4,Sandy,showstopper,cake
6,4,Ian,showstopper,cake
6,4,Dorret,showstopper,NA
6,4,Marie,showstopper,NA
6,4,Stu,showstopper,NA
6,5,Alvin,showstopper,NA
6,5,Flora,showstopper,NA
6,5,Ian,showstopper,NA
6,5,Mat,showstopper,NA
6,5,Paul,showstopper,NA
6,5,Tamal,showstopper,NA
6,5,Ugnė,showstopper,NA
6,5,Nadiya,showstopper,NA
6,5,Dorret,showstopper,NA
6,5,Marie,showstopper,NA
6,5,Sandy,showstopper,NA
6,5,Stu,showstopper,NA
6,6,Flora,showstopper,NA
6,6,Ian,showstopper,NA
6,6,Nadiya,showstopper,NA
6,6,Paul,showstopper,NA
6,6,Tamal,showstopper,NA
6,6,Alvin,showstopper,NA
6,6,Mat,showstopper,NA
6,6,Dorret,showstopper,NA
6,6,Marie,showstopper,NA
6,6,Sandy,showstopper,NA
6,6,Stu,showstopper,NA
6,6,Ugnė,showstopper,NA
6,7,Flora,showstopper,NA
6,7,Ian,showstopper,NA
6,7,Nadiya,showstopper,NA
6,7,Paul,showstopper,NA
6,7,Mat,showstopper,NA
6,7,Tamal,showstopper,NA
6,7,Alvin,showstopper,NA
6,7,Dorret,showstopper,NA
6,7,Marie,showstopper,NA
6,7,Sandy,showstopper,NA
6,7,Stu,showstopper,NA
6,7,Ugnė,showstopper,NA
6,8,Flora,showstopper,NA
6,8,Ian,showstopper,NA
6,8,Tamal,showstopper,NA
6,8,Paul,showstopper,NA
6,8,Nadiya,showstopper,NA
6,8,Alvin,showstopper,NA
6,8,Dorret,showstopper,NA
6,8,Marie,showstopper,NA
6,8,Mat,showstopper,NA
6,8,Sandy,showstopper,NA
6,8,Stu,showstopper,NA
6,8,Ugnė,showstopper,NA
6,9,Ian,showstopper,NA
6,9,Tamal,showstopper,NA
6,9,Flora,showstopper,NA
6,9,Nadiya,showstopper,NA
6,9,Alvin,showstopper,NA
6,9,Dorret,showstopper,NA
6,9,Marie,showstopper,NA
6,9,Mat,showstopper,NA
6,9,Paul,showstopper,NA
6,9,Sandy,showstopper,NA
6,9,Stu,showstopper,NA
6,9,Ugnė,showstopper,NA
6,10,Ian,showstopper,cake
6,10,Tamal,showstopper,cake
6,10,Nadiya,showstopper,cake
6,10,Alvin,showstopper,NA
6,10,Dorret,showstopper,NA
6,10,Flora,showstopper,NA
6,10,Marie,showstopper,NA
6,10,Mat,showstopper,NA
6,10,Paul,showstopper,NA
6,10,Sandy,showstopper,NA
6,10,Stu,showstopper,NA
6,10,Ugnė,showstopper,NA
7,1,Andrew,showstopper,cake
7,1,Benjamina,showstopper,NA
7,1,Candice,showstopper,cake
7,1,Kate,showstopper,cake
7,1,Louise,showstopper,cake
7,1,Michael,showstopper,NA
7,1,Rav,showstopper,cake
7,1,Selasi,showstopper,cake
7,1,Tom,showstopper,NA
7,1,Val,showstopper,cake
7,1,Lee,showstopper,cake
7,1,Jane,showstopper,cake
7,2,Andrew,showstopper,NA
7,2,Benjamina,showstopper,NA
7,2,Jane,showstopper,NA
7,2,Kate,showstopper,NA
7,2,Michael,showstopper,NA
7,2,Rav,showstopper,NA
7,2,Selasi,showstopper,NA
7,2,Tom,showstopper,NA
7,2,Val,showstopper,NA
7,2,Louise,showstopper,NA
7,2,Candice,showstopper,NA
7,2,Lee,showstopper,NA
7,3,Andrew,showstopper,NA
7,3,Benjamina,showstopper,NA
7,3,Candice,showstopper,NA
7,3,Jane,showstopper,NA
7,3,Kate,showstopper,NA
7,3,Rav,showstopper,pie_tart
7,3,Selasi,showstopper,NA
7,3,Val,showstopper,NA
7,3,Michael,showstopper,NA
7,3,Tom,showstopper,NA
7,3,Lee,showstopper,NA
7,3,Louise,showstopper,NA
7,4,Andrew,showstopper,NA
7,4,Candice,showstopper,NA
7,4,Jane,showstopper,NA
7,4,Rav,showstopper,NA
7,4,Selasi,showstopper,NA
7,4,Tom,showstopper,NA
7,4,Val,showstopper,NA
7,4,Kate,showstopper,NA
7,4,Benjamina,showstopper,NA
7,4,Lee,showstopper,NA
7,4,Louise,showstopper,NA
7,4,Michael,showstopper,NA
7,5,Andrew,showstopper,NA
7,5,Benjamina,showstopper,NA
7,5,Jane,showstopper,NA
7,5,Rav,showstopper,pie_tart
7,5,Selasi,showstopper,NA
7,5,Tom,showstopper,NA
7,5,Val,showstopper,pie_tart
7,5,Candice,showstopper,NA
7,5,Kate,showstopper,NA
7,5,Lee,showstopper,NA
7,5,Louise,showstopper,NA
7,5,Michael,showstopper,NA
7,6,Andrew,showstopper,NA
7,6,Benjamina,showstopper,cake
7,6,Candice,showstopper,cake
7,6,Jane,showstopper,cake
7,6,Selasi,showstopper,cake
7,6,Rav,showstopper,cake
7,6,Tom,showstopper,cake
7,6,Kate,showstopper,NA
7,6,Lee,showstopper,NA
7,6,Louise,showstopper,NA
7,6,Michael,showstopper,NA
7,6,Val,showstopper,NA
7,7,Benjamina,showstopper,cake
7,7,Candice,showstopper,NA
7,7,Jane,showstopper,cake
7,7,Selasi,showstopper,cake
7,7,Tom,showstopper,NA
7,7,Andrew,showstopper,cake
7,7,Kate,showstopper,NA
7,7,Lee,showstopper,NA
7,7,Louise,showstopper,NA
7,7,Michael,showstopper,NA
7,7,Rav,showstopper,NA
7,7,Val,showstopper,NA
7,8,Andrew,showstopper,NA
7,8,Jane,showstopper,NA
7,8,Selasi,showstopper,NA
7,8,Benjamina,showstopper,NA
7,8,Candice,showstopper,NA
7,8,Kate,showstopper,NA
7,8,Lee,showstopper,NA
7,8,Louise,showstopper,NA
7,8,Michael,showstopper,NA
7,8,Rav,showstopper,NA
7,8,Tom,showstopper,NA
7,8,Val,showstopper,NA
7,9,Candice,showstopper,NA
7,9,Jane,showstopper,NA
7,9,Selasi,showstopper,NA
7,9,Andrew,showstopper,NA
7,9,Benjamina,showstopper,NA
7,9,Kate,showstopper,NA
7,9,Lee,showstopper,NA
7,9,Louise,showstopper,NA
7,9,Michael,showstopper,NA
7,9,Rav,showstopper,NA
7,9,Tom,showstopper,NA
7,9,Val,showstopper,NA
7,10,Andrew,showstopper,NA
7,10,Jane,showstopper,NA
7,10,Candice,showstopper,NA
7,10,Benjamina,showstopper,NA
7,10,Kate,showstopper,NA
7,10,Lee,showstopper,NA
7,10,Louise,showstopper,NA
7,10,Michael,showstopper,NA
7,10,Rav,showstopper,NA
7,10,Selasi,showstopper,NA
7,10,Tom,showstopper,NA
7,10,Val,showstopper,NA
8,1,Chris,showstopper,cake
8,1,Flo,showstopper,cake
8,1,James,showstopper,cake
8,1,Julia,showstopper,cake
8,1,Kate,showstopper,cake
8,1,Liam,showstopper,cake
8,1,Sophie,showstopper,cake
8,1,Stacey,showstopper,cake
8,1,Tom,showstopper,cake
8,1,Yan,showstopper,cake
8,1,Peter,showstopper,cake
8,1,Steven,showstopper,cake
8,2,Flo,showstopper,NA
8,2,James,showstopper,NA
8,2,Julia,showstopper,NA
8,2,Kate,showstopper,NA
8,2,Liam,showstopper,NA
8,2,Sophie,showstopper,NA
8,2,Stacey,showstopper,NA
8,2,Tom,showstopper,NA
8,2,Yan,showstopper,NA
8,2,Chris,showstopper,NA
8,2,Steven,showstopper,NA
8,2,Peter,showstopper,NA
8,3,James,showstopper,NA
8,3,Kate,showstopper,NA
8,3,Liam,showstopper,NA
8,3,Sophie,showstopper,NA
8,3,Stacey,showstopper,NA
8,3,Steven,showstopper,NA
8,3,Tom,showstopper,pie_tart
8,3,Yan,showstopper,NA
8,3,Flo,showstopper,NA
8,3,Julia,showstopper,NA
8,3,Chris,showstopper,NA
8,3,Peter,showstopper,NA
8,4,James,showstopper,cake
8,4,Julia,showstopper,cake
8,4,Liam,showstopper,cake
8,4,Sophie,showstopper,cake
8,4,Stacey,showstopper,cake
8,4,Steven,showstopper,cake
8,4,Yan,showstopper,cake
8,4,Tom,showstopper,cake
8,4,Kate,showstopper,cake
8,4,Chris,showstopper,NA
8,4,Flo,showstopper,NA
8,4,Peter,showstopper,NA
8,5,Julia,showstopper,NA
8,5,Kate,showstopper,NA
8,5,Liam,showstopper,NA
8,5,Stacey,showstopper,NA
8,5,Steven,showstopper,NA
8,5,Yan,showstopper,NA
8,5,James,showstopper,NA
8,5,Sophie,showstopper,NA
8,5,Chris,showstopper,NA
8,5,Flo,showstopper,NA
8,5,Peter,showstopper,NA
8,5,Tom,showstopper,NA
8,6,Kate,showstopper,pie_tart
8,6,Sophie,showstopper,pie_tart
8,6,Stacey,showstopper,pie_tart
8,6,Steven,showstopper,pie_tart
8,6,Yan,showstopper,pie_tart
8,6,Julia,showstopper,pie_tart
8,6,Liam,showstopper,pie_tart
8,6,Chris,showstopper,NA
8,6,Flo,showstopper,NA
8,6,James,showstopper,NA
8,6,Peter,showstopper,NA
8,6,Tom,showstopper,NA
8,7,Kate,showstopper,NA
8,7,Liam,showstopper,NA
8,7,Sophie,showstopper,NA
8,7,Stacey,showstopper,NA
8,7,Yan,showstopper,NA
8,7,Steven,showstopper,NA
8,7,Chris,showstopper,NA
8,7,Flo,showstopper,NA
8,7,James,showstopper,NA
8,7,Julia,showstopper,NA
8,7,Peter,showstopper,NA
8,7,Tom,showstopper,NA
8,8,Kate,showstopper,cake
8,8,Sophie,showstopper,cake
8,8,Steven,showstopper,cake
8,8,Liam,showstopper,cake
8,8,Stacey,showstopper,cake
8,8,Chris,showstopper,NA
8,8,Flo,showstopper,NA
8,8,James,showstopper,NA
8,8,Julia,showstopper,NA
8,8,Peter,showstopper,NA
8,8,Tom,showstopper,NA
8,8,Yan,showstopper,NA
8,9,Kate,showstopper,pie_tart
8,9,Steven,showstopper,pie_tart
8,9,Stacey,showstopper,pie_tart
8,9,Sophie,showstopper,pie_tart
8,9,Chris,showstopper,NA
8,9,Flo,showstopper,NA
8,9,James,showstopper,NA
8,9,Julia,showstopper,NA
8,9,Liam,showstopper,NA
8,9,Peter,showstopper,NA
8,9,Tom,showstopper,NA
8,9,Yan,showstopper,NA
8,10,Kate,showstopper,NA
8,10,Steven,showstopper,NA
8,10,Sophie,showstopper,NA
8,10,Chris,showstopper,NA
8,10,Flo,showstopper,NA
8,10,James,showstopper,NA
8,10,Julia,showstopper,NA
8,10,Liam,showstopper,NA
8,10,Peter,showstopper,NA
8,10,Stacey,showstopper,NA
8,10,Tom,showstopper,NA
8,10,Yan,showstopper,NA
